ID,sound,recognition,imageability,representativeness,category,SCORING,duration_s,samples,duration_ms,duration_recognition,main_category
P0001,BirdsFlyingOff_03_MONO.wav,1867.03,5,10,birdsflyingoff,2,1.828571429,80640,1828.571429,-38.45857143,natural
P0001,BirdsFlyingOff_04_MONO.wav,1734.375,7,4,birdsflyingoff,0,2.515623583,110939,2515.623583,781.2485828,natural
P0001,BirdsFlyingOff_05_MONO.wav,2918.805,6,6,birdsflyingoff,2,2.980839002,131455,2980.839002,62.03400227,natural
P0001,BirdsFlyingOff_08_MONO.wav,2236.1,7,2,birdsflyingoff,2,2.927528345,129104,2927.528345,691.4283447,natural
P0001,BirdsFlyingOff_10_MONO.wav,1873.355,6,8,birdsflyingoff,2,1.175510204,51840,1175.510204,-697.8447959,natural
P0001,BirdSong_01_MONO.wav,1902.315,6,8,birdsong,2,3,132300,3000,1097.685,natural
P0001,BirdSong_03_MONO.wav,1007.525,6,10,birdsong,2,3,132301,3000.022676,1992.497676,natural
P0001,BirdSong_06_MONO.wav,858.675,6,2,birdsong,2,2.999659864,132285,2999.659864,2140.984864,natural
P0001,BirdSong_08_MONO.wav,1370.485,6,6,birdsong,2,3,132300,3000,1629.515,natural
P0001,BirdSong_10rep_MONO.wav,1284.125,7,4,birdsong,2,2.4869161,109673,2486.9161,1202.7911,natural
P0001,BirdSquawk_02_MONO.wav,1064.185,6,6,birdsquawk,2,2.597414966,114546,2597.414966,1533.229966,natural
P0001,BirdSquawk_03_MONO.wav,1720.505,6,10,birdsquawk,0,2.588684807,114161,2588.684807,868.1798073,natural
P0001,BirdSquawk_06_MONO.wav,1686.35,6,8,birdsquawk,0,0.930657596,41042,930.6575964,-755.6924036,natural
P0001,BirdSquawk_09_MONO.wav,939.835,7,4,birdsquawk,2,3,132300,3000,2060.165,natural
P0001,BirdSquawk_10_MONO.wav,1711.265,5,2,birdsquawk,0,1.7763,78336,1776.326531,65.06153061,natural
P0001,CarHorn_01_MONO.wav,1634.055,6,8,carhorn,2,2.763854875,121886,2763.854875,1129.799875,mechanical
P0001,CarHorn_03_MONO.wav,959.28,6,10,carhorn,2,1.428412698,62993,1428.412698,469.1326984,mechanical
P0001,CarHorn_04_MONO.wav,835.69,6,6,carhorn,2,1.03968254,45850,1039.68254,203.9925397,mechanical
P0001,CarHorn_05_MONO.wav,1104.27,7,4,carhorn,2,2.858752834,126071,2858.752834,1754.482834,mechanical
P0001,CarHorn_06_MONO.wav,849.57,7,2,carhorn,2,2.778276644,122522,2778.276644,1928.706644,mechanical
P0001,CarSkidding_01_MONO.wav,1597.075,6,8,carskidding,1,2.766281179,121993,2766.281179,1169.206179,mechanical
P0001,CarSkidding_05_MONO.wav,1928.545,6,10,carskidding,1,2.991836735,131940,2991.836735,1063.291735,mechanical
P0001,CarSkidding_06new_MONO.wav,1677.715,7,4,carskidding,1,2.705124717,119296,2705.124717,1027.409717,mechanical
P0001,CarSkidding_07new_MONO.wav,987.84,6,2,carskidding,2,2.426643991,107015,2426.643991,1438.803991,mechanical
P0001,CarSkidding_10_MONO.wav,2029.405,6,6,carskidding,1,2.983877551,131589,2983.877551,954.472551,mechanical
P0001,CarStarting_01_MONO.wav,860.99,6,6,carstarting,2,2.821791383,124441,2821.791383,1960.801383,mechanical
P0001,CarStarting_03_MONO.wav,912.31,6,4,carstarting,2,3,132300,3000,2087.69,mechanical
P0001,CarStarting_06_MONO.wav,1148.855,6,2,carstarting,2,3,132300,3000,1851.145,mechanical
P0001,CarStarting_07_MONO.wav,1087.73,6,10,carstarting,2,3,132300,3000,1912.27,mechanical
P0001,CarStarting_10_MONO.wav,1320.93,6,8,carstarting,1,2.720294785,119965,2720.294785,1399.364785,mechanical
P0001,CatHissing_01_MONO.wav,2347.575,4,6,cathissing,0,0.807210884,35598,807.2108844,-1540.364116,natural
P0001,CatHissing_06_MONO.wav,2336.53,1,10,cathissing,0,0.674671202,29753,674.6712018,-1661.858798,natural
P0001,CatHissing_08_MONO.wav,2697.605,4,4,cathissing,0,0.914285714,40320,914.2857143,-1783.319286,natural
P0001,CatHissing_09_MONO.wav,1393.335,7,2,cathissing,0,0.992653061,43776,992.6530612,-400.6819388,natural
P0001,CatHissing_10_MONO.wav,1692.1,7,8,cathissing,2,1.491655329,65782,1491.655329,-200.4446712,natural
P0001,CatMeowing_01_MONO.wav,1275.655,5,8,catmeowing,1,2.741451247,120898,2741.451247,1465.796247,natural
P0001,CatMeowing_02_MONO.wav,1282.625,6,6,catmeowing,0,1.251723356,55201,1251.723356,-30.90164399,natural
P0001,CatMeowing_03_MONO.wav,1181.28,6,2,catmeowing,1,1.610521542,71024,1610.521542,429.2415419,natural
P0001,CatMeowing_04_MONO.wav,1468.845,6,10,catmeowing,0,3,132300,3000,1531.155,natural
P0001,CatMeowing_05_MONO.wav,1150.145,6,4,catmeowing,1,0.862018141,38015,862.0181406,-288.1268594,natural
P0001,CatPurring_02_MONO.wav,2940.105,5,8,catpurring,2,3,132300,3000,59.895,natural
P0001,CatPurring_05_MONO.wav,1733.155,7,2,catpurring,2,3.000022676,132301,3000.022676,1266.867676,natural
P0001,CatPurring_07_MONO.wav,1789.02,6,10,catpurring,0,2.972403628,131083,2972.403628,1183.383628,natural
P0001,CatPurring_09_MONO.wav,1055.13,6,6,catpurring,2,3,132300,3000,1944.87,natural
P0001,CatPurring_10_MONO.wav,2163.41,5,4,catpurring,0,3,132300,3000,836.59,natural
P0001,ChildrenPlaying_01_MONO.wav,2766.25,5,8,childrenplaying,0,3,132300,3000,233.75,human
P0001,ChildrenPlaying_02_MONO.wav,2059.85,5,6,childrenplaying,0,3,132300,3000,940.15,human
P0001,ChildrenPlaying_04_MONO.wav,1488.35,6,4,childrenplaying,2,3,132300,3000,1511.65,human
P0001,ChildrenPlaying_05_MONO.wav,1151.34,5,2,childrenplaying,2,3,132300,3000,1848.66,human
P0001,ChildrenPlaying_09_MONO.wav,2046.03,5,10,childrenplaying,0,3,132300,3000,953.97,human
P0001,CocktailParty_03_MONO.wav,1452.44,6,10,cocktailparty,2,3,132300,3000,1547.56,human
P0001,CocktailParty_05_MONO.wav,3247.705,4,4,cocktailparty,2,3,132300,3000,-247.705,human
P0001,CocktailParty_06_MONO.wav,1322.8,5,8,cocktailparty,2,3,132300,3000,1677.2,human
P0001,CocktailParty_07_MONO.wav,3272.395,6,6,cocktailparty,2,2.994058957,132038,2994.058957,-278.3360431,human
P0001,CocktailParty_09_MONO.wav,1569.565,5,2,cocktailparty,2,3,132300,3000,1430.435,human
P0001,CoughingAdultFemale_02_MONO.wav,1403.785,7,10,coughingadultfemale,1,1.202675737,53038,1202.675737,-201.109263,human
P0001,CoughingAdultFemale_04_MONO.wav,821.455,6,2,coughingadultfemale,1,0.91600907,40396,916.0090703,94.55407029,human
P0001,CoughingAdultFemale_08_MONO.wav,961.055,6,6,coughingadultfemale,1,1.056507937,46592,1056.507937,95.45293651,human
P0001,CoughingAdultFemale_09_MONO.wav,802.905,7,8,coughingadultfemale,1,1.462857143,64512,1462.857143,659.9521429,human
P0001,CoughingAdultFemale_10nc_MONO.wav,769.745,6,4,coughingadultfemale,1,1.031995465,45511,1031.995465,262.2504649,human
P0001,CoughingAdultMale_02rep_MONO.wav,779.005,6,2,coughingadultmale,1,1.19425,57324,1194.25,415.245,human
P0001,CoughingAdultMale_05_MONO.wav,2181.155,6,6,coughingadultmale,1,1.211428571,53424,1211.428571,-969.7264286,human
P0001,CoughingAdultMale_07_MONO.wav,813.11,6,4,coughingadultmale,1,1.502653061,66267,1502.653061,689.5430612,human
P0001,CoughingAdultMale_08_MONO.wav,1285.63,6,8,coughingadultmale,1,3,132300,3000,1714.37,human
P0001,CoughingAdultMale_09_MONO.wav,917.01,7,10,coughingadultmale,1,3,132300,3000,2082.99,human
P0001,CowMoo_01_MONO.wav,808.72,7,10,cowmoo,2,1.234671202,54449,1234.671202,425.9512018,natural
P0001,CowMoo_03_MONO.wav,1589.33,6,6,cowmoo,2,1.829342404,80674,1829.342404,240.0124036,natural
P0001,CowMoo_05_MONO.wav,1120.32,7,2,cowmoo,2,1.819092971,80222,1819.092971,698.7729705,natural
P0001,CowMoo_06_MONO.wav,1546.425,7,4,cowmoo,2,2.999931973,132297,2999.931973,1453.506973,natural
P0001,CowMoo_08_MONO.wav,1634.515,7,8,cowmoo,2,2.999886621,132295,2999.886621,1365.371621,natural
P0001,CrowdApplause_01_MONO.wav,2751.605,6,2,crowdapplause,2,2.999863946,132294,2999.863946,248.2589456,human
P0001,CrowdApplause_03_MONO.wav,658.73,7,6,crowdapplause,2,2.999909297,132296,2999.909297,2341.179297,human
P0001,CrowdApplause_04_MONO.wav,3315.31,3,8,crowdapplause,0,2.999795918,132291,2999.795918,-315.5140816,human
P0001,CrowdApplause_08_MONO.wav,755.94,6,4,crowdapplause,2,2.815396825,124159,2815.396825,2059.456825,human
P0001,CrowdApplause_10_MONO.wav,1353.665,6,10,crowdapplause,2,2.999954649,132298,2999.954649,1646.289649,human
P0001,CrowdCheering_01_MONO.wav,1026.02,6,4,crowdcheering,2,2.999501134,132278,2999.501134,1973.481134,human
P0001,CrowdCheering_02_MONO.wav,1762.345,6,8,crowdcheering,1,3,132300,3000,1237.655,human
P0001,CrowdCheering_03nc_MONO.wav,1043.485,6,10,crowdcheering,2,2.881609977,127079,2881.609977,1838.124977,human
P0001,CrowdCheering_04_MONO.wav,1265.475,6,2,crowdcheering,2,2.995464853,132100,2995.464853,1729.989853,human
P0001,CrowdCheering_09_MONO.wav,1239,7,6,crowdcheering,2,3,132300,3000,1761,human
P0001,CryingAdultFemale_02_MONO.wav,1079.745,6,4,cryingfemale,1,2.999614512,132283,2999.614512,1919.869512,human
P0001,CryingAdultFemale_03_MONO.wav,1735.52,7,2,cryingfemale,1,3,132300,3000,1264.48,human
P0001,CryingAdultFemale_04_MONO.wav,1754.425,6,10,cryingfemale,1,2.953605442,130254,2953.605442,1199.180442,human
P0001,CryingAdultFemale_08_MONO.wav,1044.645,6,6,cryingfemale,1,2.95,130095,2950,1905.355,human
P0001,CryingAdultFemale_10_MONO.wav,1227.37,6,8,cryingfemale,1,3,132300,3000,1772.63,human
P0001,CryingAdultMale_01_MONO.wav,1318.845,6,4,cryingmale,1,3,132300,3000,1681.155,human
P0001,CryingAdultMale_02_MONO.wav,1351.32,6,2,cryingmale,1,2.991088435,131907,2991.088435,1639.768435,human
P0001,CryingAdultMale_05new_MONO.wav,1326.24,5,8,cryingmale,1,2.761678005,121790,2761.678005,1435.438005,human
P0001,CryingAdultMale_07new_MONO.wav,1878.31,6,6,cryingmale,1,2.57399093,113513,2573.99093,695.6809297,human
P0001,CryingAdultMale_10new_MONO.wav,1801.48,6,10,cryingmale,1,2.921904762,128856,2921.904762,1120.424762,human
P0001,CryingChild_03_MONO.wav,876.635,6,6,cryingchild,2,2.95,130095,2950,2073.365,human
P0001,CryingChild_04_MONO.wav,1067.475,6,10,cryingchild,2,3,132300,3000,1932.525,human
P0001,CryingChild_06_MONO.wav,1026.825,6,2,cryingchild,2,3,132300,3000,1973.175,human
P0001,CryingChild_09_MONO.wav,2062.32,6,4,cryingchild,2,2.351020408,103680,2351.020408,288.7004082,human
P0001,CryingChild_10_MONO.wav,1493.865,6,8,cryingchild,2,3,132300,3000,1506.135,human
P0001,DogBarking_03_MONO.wav,2315.87,4,10,dogbarking,0,1.407913832,62089,1407.913832,-907.9561678,natural
P0001,DogBarking_04nc_MONO.wav,833.275,7,6,dogbarking,2,1.594965986,70338,1594.965986,761.6909864,natural
P0001,DogBarking_05_MONO.wav,829.085,7,4,dogbarking,2,2.212970522,97592,2212.970522,1383.885522,natural
P0001,DogBarking_06nc_MONO.wav,1406.115,7,2,dogbarking,2,0.9,39690,900,-506.115,natural
P0001,DogBarking_09_MONO.wav,1632.94,3,8,dogbarking,0,2.831337868,124862,2831.337868,1198.397868,natural
P0001,DogGrowling_01_MONO.wav,1181.63,7,4,doggrowling,2,3,132300,3000,1818.37,natural
P0001,DogGrowling_04_MONO.wav,1477.73,6,10,doggrowling,2,1.2,52920,1200,-277.73,natural
P0001,DogGrowling_05new_MONO.wav,1328.405,7,2,doggrowling,2,1.332244898,58752,1332.244898,3.839897959,natural
P0001,DogGrowling_08_MONO.wav,2727.33,6,6,doggrowling,2,3,132300,3000,272.67,natural
P0001,DogGrowling_09_MONO.wav,1555.835,6,8,doggrowling,2,2.999909297,132296,2999.909297,1444.074297,natural
P0001,DogHowling_01_MONO.wav,1243.345,7,4,doghowling,2,1.546077098,68182,1546.077098,302.7320975,natural
P0001,DogHowling_03new_MONO.wav,1013.24,5,10,doghowling,0,2.987981859,131770,2987.981859,1974.741859,natural
P0001,DogHowling_06_MONO.wav,2185.945,4,8,doghowling,2,2.258049887,99580,2258.049887,72.10488662,natural
P0001,DogHowling_07_MONO.wav,920.545,7,2,doghowling,2,2.77478458,122368,2774.78458,1854.23958,natural
P0001,DogHowling_08_MONO.wav,2264.84,5,6,doghowling,1,3,132300,3000,735.16,natural
P0001,Drilling_03_MONO.wav,2010.43,6,8,drilling,1,2.999977324,132299,2999.977324,989.5473243,mechanical
P0001,Drilling_04_MONO.wav,1377.455,6,2,drilling,0,2.999954649,132298,2999.954649,1622.499649,mechanical
P0001,Drilling_05_MONO.wav,859.05,7,6,drilling,1,3,132300,3000,2140.95,mechanical
P0001,Drilling_06_MONO.wav,1080.525,6,4,drilling,1,2.631179138,116035,2631.179138,1550.654138,mechanical
P0001,Drilling_10_MONO.wav,1503.48,6,10,drilling,1,3,132300,3000,1496.52,mechanical
P0001,DrillingPneumatic_01_MONO.wav,2017.825,4,8,drillingpneumatic,0,3,132300,3000,982.175,mechanical
P0001,DrillingPneumatic_03_MONO.wav,1021.67,6,6,drillingpneumatic,0,3,132300,3000,1978.33,mechanical
P0001,DrillingPneumatic_06_MONO.wav,2270.565,7,10,drillingpneumatic,1,3,132300,3000,729.435,mechanical
P0001,DrillingPneumatic_08_MONO.wav,2373.24,5,2,drillingpneumatic,1,3,132300,3000,626.76,mechanical
P0001,DrillingPneumatic_09_MONO.wav,855.45,6,4,drillingpneumatic,1,3,132300,3000,2144.55,mechanical
P0001,Fire_04_MONO.wav,2144.695,7,6,fire,2,3,132300,3000,855.305,natural
P0001,Fire_05_MONO.wav,5551.76,1,2,fire,0,3,132300,3000,-2551.76,natural
P0001,Fire_07_MONO.wav,1005.96,7,4,fire,2,3,132300,3000,1994.04,natural
P0001,Fire_08_MONO.wav,3720.72,1,10,fire,0,3,132300,3000,-720.72,natural
P0001,Fire_10_MONO.wav,1188.855,7,8,fire,2,2.993968254,132034,2993.968254,1805.113254,natural
P0001,Footsteps_03_MONO.wav,4034.17,1,6,footsteps,0,2.869478458,126544,2869.478458,-1164.691542,human
P0001,Footsteps_04_MONO.wav,2672.765,6,10,footsteps,2,3,132300,3000,327.235,human
P0001,Footsteps_06_MONO.wav,3287.995,3,4,footsteps,0,2.380204082,104967,2380.204082,-907.7909184,human
P0001,Footsteps_07_MONO.wav,4299.805,2,8,footsteps,2,2.844535147,125444,2844.535147,-1455.269853,human
P0001,Footsteps_08_MONO.wav,4425.645,5,2,footsteps,2,2.850929705,125726,2850.929705,-1574.715295,human
P0001,Hammer_01_MONO.wav,884.285,6,4,hammer,2,3,132300,3000,2115.715,mechanical
P0001,Hammer_04_MONO.wav,1313.355,7,2,hammer,2,3,132300,3000,1686.645,mechanical
P0001,Hammer_05_MONO.wav,1551.035,7,6,hammer,1,2.990181406,131867,2990.181406,1439.146406,mechanical
P0001,Hammer_08_MONO.wav,2543.125,5,10,hammer,0,2.999455782,132276,2999.455782,456.3307823,mechanical
P0001,Hammer_10_MONO.wav,1410.48,5,8,hammer,0,3,132300,3000,1589.52,mechanical
P0001,Helicopter_01_MONO.wav,1713.045,6,2,helicopter,2,2.997732426,132200,2997.732426,1284.687426,mechanical
P0001,Helicopter_04_MONO.wav,2396.49,5,10,helicopter,0,3,132300,3000,603.51,mechanical
P0001,Helicopter_05new_MONO.wav,1619.56,7,8,helicopter,2,2.997619048,132195,2997.619048,1378.059048,mechanical
P0001,Helicopter_06_MONO.wav,1842.19,7,4,helicopter,2,3,132300,3000,1157.81,mechanical
P0001,Helicopter_07_MONO.wav,2859.425,5,6,helicopter,1,3,132300,3000,140.575,mechanical
P0001,HorseGalloping_02_MONO.wav,1615.895,6,4,horsegalloping,2,2.779977324,122597,2779.977324,1164.082324,natural
P0001,HorseGalloping_04new_MONO.wav,1123.48,7,6,horsegalloping,2,2.880952381,127050,2880.952381,1757.472381,natural
P0001,HorseGalloping_05_MONO.wav,4497.045,1,10,horsegalloping,0,2.997777778,132202,2997.777778,-1499.267222,natural
P0001,HorseGalloping_07_MONO.wav,1163.44,7,8,horsegalloping,2,2.998480726,132233,2998.480726,1835.040726,natural
P0001,HorseGalloping_09_MONO.wav,1550.745,7,2,horsegalloping,2,2.996666667,132153,2996.666667,1445.921667,natural
P0001,HorseNeighing_01_MONO.wav,1189.095,7,6,horseneighing,2,2.598163265,114579,2598.163265,1409.068265,natural
P0001,HorseNeighing_02_MONO.wav,964.385,7,2,horseneighing,2,2.029705215,89510,2029.705215,1065.320215,natural
P0001,HorseNeighing_04_MONO.wav,1626.71,7,8,horseneighing,2,2.998730159,132244,2998.730159,1372.020159,natural
P0001,HorseNeighing_06_MONO.wav,1226.44,6,10,horseneighing,2,1.299297052,57299,1299.297052,72.85705215,natural
P0001,HorseNeighing_07_MONO.wav,1504.91,6,4,horseneighing,2,3,132300,3000,1495.09,natural
P0001,HorseSnorting_01_MONO.wav,2160.92,5,8,horsesnorting,1,2.944421769,129849,2944.421769,783.5017687,natural
P0001,HorseSnorting_03_MONO.wav,1122.555,6,10,horsesnorting,1,0.962290249,42437,962.2902494,-160.2647506,natural
P0001,HorseSnorting_04_MONO.wav,1253.315,6,6,horsesnorting,1,1.268956916,55961,1268.956916,15.6419161,natural
P0001,HorseSnorting_08_MONO.wav,978.175,6,4,horsesnorting,1,0.895782313,39504,895.7823129,-82.39268707,natural
P0001,HorseSnorting_09_MONO.wav,796.09,6,2,horsesnorting,1,0.744693878,32841,744.6938776,-51.39612245,natural
P0001,InsectBuzzing_02_MONO.wav,1547.46,7,6,insectbuzzing,2,2.999727891,132288,2999.727891,1452.267891,natural
P0001,InsectBuzzing_04_MONO.wav,866.065,6,2,insectbuzzing,2,3,132300,3000,2133.935,natural
P0001,InsectBuzzing_05_MONO.wav,1581.825,6,4,insectbuzzing,2,3,132300,3000,1418.175,natural
P0001,InsectBuzzing_08_MONO.wav,4852.96,5,8,insectbuzzing,0,1.562653061,68913,1562.653061,-3290.306939,natural
P0001,InsectBuzzing_10_MONO.wav,3541.6,4,10,insectbuzzing,2,2.877687075,126906,2877.687075,-663.9129252,natural
P0001,InsectsStridulation_01_MONO.wav,3234.035,3,6,insectsstridulation,1,3,132300,3000,-234.035,natural
P0001,InsectsStridulation_02_MONO.wav,4309.825,1,10,insectsstridulation,0,2.999886621,132295,2999.886621,-1309.938379,natural
P0001,InsectsStridulation_03_MONO.wav,3636.435,1,8,insectsstridulation,0,3,132300,3000,-636.435,natural
P0001,InsectsStridulation_04_MONO.wav,825.23,6,2,insectsstridulation,0,3.000045351,132302,3000.045351,2174.815351,natural
P0001,InsectsStridulation_06_MONO.wav,3843.485,3,4,insectsstridulation,1,3.000022676,132301,3000.022676,-843.4623243,natural
P0001,JetPassing_01_MONO.wav,1790.34,7,8,jetpassing,2,3,132300,3000,1209.66,mechanical
P0001,JetPassing_02_MONO.wav,814.36,7,6,jetpassing,1,3,132300,3000,2185.64,mechanical
P0001,JetPassing_05_MONO.wav,2387.295,6,4,jetpassing,2,3,132300,3000,612.705,mechanical
P0001,JetPassing_08nc_MONO.wav,1005.145,6,2,jetpassing,2,2.963605442,130695,2963.605442,1958.460442,mechanical
P0001,JetPassing_10_MONO.wav,1550.13,7,10,jetpassing,0,3,132300,3000,1449.87,mechanical
P0001,LaughingAdultFemale_03new_MONO.wav,943.16,6,2,laughingfemale,1,2.685396825,118426,2685.396825,1742.236825,human
P0001,LaughingAdultFemale_06_MONO.wav,956.82,6,4,laughingfemale,0,3,132300,3000,2043.18,human
P0001,LaughingAdultFemale_07_MONO.wav,1904.655,7,6,laughingfemale,1,3,132300,3000,1095.345,human
P0001,LaughingAdultFemale_08_MONO.wav,1055.745,6,8,laughingfemale,1,1.094807256,48281,1094.807256,39.06225624,human
P0001,LaughingAdultFemale_09_MONO.wav,787.415,6,10,laughingfemale,1,2.020136054,89088,2020.136054,1232.721054,human
P0001,LaughingAdultMale_01_MONO.wav,1047.955,5,6,laughingmale,1,1.497142857,66024,1497.142857,449.1878571,human
P0001,LaughingAdultMale_02_MONO.wav,1366.3,7,2,laughingmale,2,2.571111111,113386,2571.111111,1204.811111,human
P0001,LaughingAdultMale_05_MONO.wav,1114.9,6,4,laughingmale,1,3,132300,3000,1885.1,human
P0001,LaughingAdultMale_07_MONO.wav,889.21,7,8,laughingmale,1,2.906281179,128167,2906.281179,2017.071179,human
P0001,LaughingAdultMale_10_MONO.wav,2010.69,6,10,laughingmale,0,3,132300,3000,989.31,human
P0001,LaughingChild_01_MONO.wav,804.605,6,2,laughingchild,2,2.978185941,131338,2978.185941,2173.580941,human
P0001,LaughingChild_06_MONO.wav,1770.275,6,10,laughingchild,2,1.637006803,72192,1637.006803,-133.2681973,human
P0001,LaughingChild_08_MONO.wav,814.74,6,6,laughingchild,2,1.222040816,53892,1222.040816,407.3008163,human
P0001,LaughingChild_09_MONO.wav,1825.61,6,8,laughingchild,22,3,132300,3000,1174.39,human
P0001,LaughingChild_10_MONO.wav,1084.385,6,4,laughingchild,2,1.957573696,86329,1957.573696,873.1886961,human
P0001,LaughingGroup_02_MONO.wav,1382.65,6,6,laughinggroup,2,1.914807256,84443,1914.807256,532.1572562,human
P0001,LaughingGroup_03_MONO.wav,897.81,6,2,laughinggroup,2,2.080566893,91753,2080.566893,1182.756893,human
P0001,LaughingGroup_06_MONO.wav,1121.045,6,8,laughinggroup,2,3,132300,3000,1878.955,human
P0001,LaughingGroup_08_MONO.wav,786.025,6,10,laughinggroup,2,2.994897959,132075,2994.897959,2208.872959,human
P0001,LaughingGroup_10_MONO.wav,1274.945,6,4,laughinggroup,2,2.115918367,93312,2115.918367,840.9733673,human
P0001,Propeller_02_MONO.wav,2392.855,5,2,propeller,1,3,132300,3000,607.145,mechanical
P0001,Propeller_03new_MONO.wav,1973.125,5,8,propeller,1,2.993582766,132017,2993.582766,1020.457766,mechanical
P0001,Propeller_06_MONO.wav,2254.31,4,4,propeller,1,2.999433107,132275,2999.433107,745.1231066,mechanical
P0001,Propeller_08_MONO.wav,1900.54,6,6,propeller,0,3,132300,3000,1099.46,mechanical
P0001,Propeller_09_MONO.wav,1300.895,6,10,propeller,1,3,132300,3000,1699.105,mechanical
P0001,Rain_02_MONO.wav,2713.42,6,4,rain,1,2.999659864,132285,2999.659864,286.2398639,natural
P0001,Rain_04_MONO.wav,1059.865,5,8,rain,1,3,132300,3000,1940.135,natural
P0001,Rain_06_MONO.wav,3725.23,1,10,rain,0,3,132300,3000,-725.23,natural
P0001,Rain_07_MONO.wav,2205.545,7,2,rain,2,3,132300,3000,794.455,natural
P0001,Rain_10_MONO.wav,1788.585,6,6,rain,1,3,132300,3000,1211.415,natural
P0001,River_02_MONO.wav,972.735,7,2,river,1,2.972154195,131072,2972.154195,1999.419195,natural
P0001,River_04new_MONO.wav,1991.51,7,6,river,1,2.955759637,130349,2955.759637,964.2496372,natural
P0001,River_05_MONO.wav,1319.145,6,10,river,1,3,132300,3000,1680.855,natural
P0001,River_09_MONO.wav,1299.575,7,8,river,2,3,132300,3000,1700.425,natural
P0001,River_10_MONO.wav,891.925,6,4,river,1,3,132300,3000,2108.075,natural
P0001,Sawing_02_MONO.wav,1612.55,5,8,sawing,1,2.999115646,132261,2999.115646,1386.565646,mechanical
P0001,Sawing_05new_MONO.wav,1768.015,5,2,sawing,0,2.996394558,132141,2996.394558,1228.379558,mechanical
P0001,Sawing_06_MONO.wav,2073.28,7,10,sawing,2,3,132300,3000,926.72,mechanical
P0001,Sawing_08_MONO.wav,2117.295,6,6,sawing,2,3,132300,3000,882.705,mechanical
P0001,Sawing_09_MONO.wav,2017.88,6,4,sawing,2,3,132300,3000,982.12,mechanical
P0001,SawingManual_01_MONO.wav,844.875,6,6,sawingmanual,2,2.999138322,132262,2999.138322,2154.263322,mechanical
P0001,SawingManual_03_MONO.wav,1001.485,6,2,sawingmanual,2,2.999886621,132295,2999.886621,1998.401621,mechanical
P0001,SawingManual_08_MONO.wav,1564.995,6,4,sawingmanual,2,2.984172336,131602,2984.172336,1419.177336,mechanical
P0001,SawingManual_09_MONO.wav,1194.05,6,10,sawingmanual,2,3,132300,3000,1805.95,mechanical
P0001,SawingManual_10_MONO.wav,1501.615,6,8,sawingmanual,2,2.519365079,111104,2519.365079,1017.750079,mechanical
P0001,SeaWaves_01new_MONO.wav,1524.9,7,4,seawaves,2,2.962471655,130645,2962.471655,1437.571655,natural
P0001,SeaWaves_03_MONO.wav,2330.635,5,10,seawaves,2,3,132300,3000,669.365,natural
P0001,SeaWaves_05_MONO.wav,1347.19,6,8,seawaves,0,3,132300,3000,1652.81,natural
P0001,SeaWaves_06_MONO.wav,943.56,6,6,seawaves,0,3,132300,3000,2056.44,natural
P0001,SeaWaves_09_MONO.wav,1794.685,7,2,seawaves,2,3,132300,3000,1205.315,natural
P0001,Sneezing_02_MONO.wav,1107.755,6,10,sneezing,2,0.65015873,28672,650.1587302,-457.5962698,human
P0001,Sneezing_03_MONO.wav,2050.165,6,8,sneezing,0,2.526371882,111413,2526.371882,476.2068821,human
P0001,Sneezing_04_MONO.wav,1321.795,5,6,sneezing,2,3,132300,3000,1678.205,human
P0001,Sneezing_05nc_MONO.wav,857.54,6,4,sneezing,2,0.888004535,39161,888.0045351,30.46453515,human
P0001,Sneezing_09_MONO.wav,1399.2,7,2,sneezing,2,2.238707483,98727,2238.707483,839.507483,human
P0001,Snoring_01_MONO.wav,816.235,6,8,snoring,2,3,132300,3000,2183.765,human
P0001,Snoring_05_MONO.wav,896.395,6,6,snoring,2,2.253356009,99373,2253.356009,1356.961009,human
P0001,Snoring_08_MONO.wav,942.78,6,4,snoring,2,3,132300,3000,2057.22,human
P0001,Snoring_09_MONO.wav,819.235,6,10,snoring,2,3,132300,3000,2180.765,human
P0001,Snoring_10_MONO.wav,1211.99,6,2,snoring,2,3,132300,3000,1788.01,human
P0001,ThroatClearing_03_MONO.wav,1746.66,6,2,throatclearing,2,0.898662132,39631,898.6621315,-847.9978685,human
P0001,ThroatClearing_04_MONO.wav,1497.19,6,8,throatclearing,2,1.466507937,64673,1466.507937,-30.68206349,human
P0001,ThroatClearing_05_MONO.wav,912.51,6,4,throatclearing,2,0.822222222,36260,822.2222222,-90.28777778,human
P0001,ThroatClearing_06_MONO.wav,875.315,6,6,throatclearing,2,1.18861678,52418,1188.61678,313.30178,human
P0001,ThroatClearing_08_MONO.wav,1352.355,4,10,throatclearing,0,0.750294785,33088,750.2947846,-602.0602154,human
P0001,Thunder_01_MONO.wav,1078.86,7,4,thunder,2,2.989659864,131844,2989.659864,1910.799864,natural
P0001,Thunder_04_MONO.wav,2668.01,6,8,thunder,2,3,132300,3000,331.99,natural
P0001,Thunder_05nc_MONO.wav,1498.78,7,6,thunder,2,2.960634921,132300,2960.634921,1461.854921,natural
P0001,Thunder_07_MONO.wav,1978.58,6,2,thunder,2,3,132300,3000,1021.42,natural
P0001,Thunder_09_MONO.wav,1324.315,7,10,thunder,2,3,132300,3000,1675.685,natural
P0001,TrainBreaks_01_MONO.wav,2668.37,5,4,trainbreaks,1,3,132300,3000,331.63,mechanical
