category,sound,x,y
CoughingAdultMale,5,-2.2349944687827388,-0.10900048913620981
CoughingAdultMale,6,-1.2531085070536987,1.0781378674564104
CoughingAdultMale,7,1.141832842545364,1.635155270107119
CoughingAdultMale,8,-0.8628590603035957,-0.13699529131078678
CoughingAdultMale,9,0.21559187255363513,-0.6652266259627528
CoughingAdultMale,10,-1.2580704866075074,0.711923001409412
CowMoo,1,0.5945314879603567,0.9393704225225857
CowMoo,2,1.3750823909245116,0.9894215386940415
CowMoo,3,1.539219673161817,-1.6058711939220158
CowMoo,4,-0.9675164908700795,-2.3265134640675065
CowMoo,5,-1.1590984774850572,1.2914023722880212
CowMoo,6,-2.01939965627161,-0.41057901002671016
CowMoo,7,-0.16161029962152448,0.5459261280606417
CowMoo,8,0.022398526507059535,-0.8954012424343228
CowMoo,9,-0.7667075926186927,1.676354022913299
CowMoo,10,1.5431004382974367,-0.20410957402255617
CrowdApplause,1,1.6560823633976316,-0.11863746109110573
CrowdApplause,2,0.27367222131685565,1.5397853596505238
CrowdApplause,3,1.4839854852659258,-1.9402742836103266
CrowdApplause,4,0.9778297671389746,-1.0225435675915904
CrowdApplause,5,-1.2677581217882712,-0.03985925200047879
CrowdApplause,6,-1.3705126106917394,2.1699913367178776
CrowdApplause,7,1.1243929035128757,1.476391212231899
CrowdApplause,8,-2.1184821679483696,-0.543886788590488
CrowdApplause,9,-0.19102035786824687,-1.6128117355520233
CrowdApplause,10,-0.5681894823522072,0.09184517985832892
CrowdCheering,1,2.1065873857223614,0.2430463796297466
CrowdCheering,2,0.13640260642767388,-0.0463330399531052
CrowdCheering,3,0.45236999236811193,-0.683631816247335
CrowdCheering,4,1.6087852019233608,-1.2572637208508421
CrowdCheering,5,-0.6135340242948009,0.21887035597012874
CrowdCheering,6,-1.1179016081385655,0.7348046757075958
CrowdCheering,7,1.0189264865565162,1.3321612454489165
CrowdCheering,8,-2.110199465672894,0.12180609464202344
CrowdCheering,9,0.12599577813115154,-1.8076520944982215
CrowdCheering,10,-1.6074323530319228,1.1441919201548985
CryingAdultFemale,1,0.5693884321237691,0.24140582572276853
CryingAdultFemale,2,0.6220216385884162,0.7049481560551931
CryingAdultFemale,3,1.5290947811844555,-1.786468228621068
CryingAdultFemale,4,0.5851988594363692,-0.6368135442663101
CryingAdultFemale,5,-1.0349591631939787,-0.40413948350370177
CryingAdultFemale,6,-1.033195945587767,1.1659937113802505
CryingAdultFemale,7,1.5405039231379862,1.7887606164136387
CryingAdultFemale,8,-2.077303816423337,0.12431934394025478
CryingAdultFemale,9,-0.08777869667249902,-1.4807195488628857
CryingAdultFemale,10,-0.6129700125673843,0.28271315177036294
CryingAdultMale,1,1.9711457948383193,0.08558317881547008
CryingAdultMale,2,0.7505922238923831,1.431020471742734
CryingAdultMale,3,-0.0010835227264742256,-0.5736724085358009
CryingAdultMale,4,1.2031001245224449,-1.1895924621794944
CryingAdultMale,5,-0.9282487030719949,-0.28416055527132156
CryingAdultMale,6,-0.7380112632712716,0.8671864995048056
CryingAdultMale,7,0.12129918435858522,1.3710741530059556
CryingAdultMale,8,-2.056889468798841,0.09952508734926703
CryingAdultMale,9,-0.20234680276169723,-1.7517320141502495
CryingAdultMale,10,-0.11955756697368958,-0.05523195027904655
CryingChild,1,0.06273798228219644,-0.09999023438682314
CryingChild,2,1.284555827529097,0.24140384730619469
CryingChild,3,1.2099449197050978,-1.1267012201227882
CryingChild,4,0.527004465661281,-0.10009733319144198
CryingChild,5,-0.35685331328956177,-0.6878179951468448
CryingChild,6,-1.2750797328564962,0.9194662930452205
CryingChild,7,1.1193121061863733,1.3162732502154004
CryingChild,8,-1.5090084389177356,-0.2207594288227498
CryingChild,9,-0.5912530239974718,-1.2417995533228545
CryingChild,10,-0.4713607923269179,1.0000223744448953
DogBarking,1,1.3319813306896684,-0.009615523564156446
DogBarking,2,1.046426765021424,0.8560083483405067
DogBarking,3,0.6024961674292592,-0.5577676373719624
DogBarking,4,1.3924088480188228,-1.7647865190815193
DogBarking,5,-0.9018468863212074,-1.058568625686896
DogBarking,6,-1.3087745182687724,1.6740864266129785
DogBarking,7,0.5088684713960648,1.3396732750044356
DogBarking,8,-1.4237053916650573,0.09220839252609613
DogBarking,9,-0.29324803851140085,-0.9585495341432954
DogBarking,10,-0.954606747789616,0.38731139735119263
DogGrowling,1,0.31051789720565004,-1.218413650432653
DogGrowling,2,-1.2799971315260152,-0.376606331960446
DogGrowling,3,1.4813282026326906,-1.0604402637968426
DogGrowling,4,0.3272061261875913,0.5883124882084031
